queue_id,file,section,original_line,value,category,metric_definition,canonical_source,original_status,action,current_text,evidence_note
441,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,512,7.5,threshold,Configured threshold or cited hull-study value; hypothetical contrasts remain illustrative,docs/canonical/appendix-c-formalisation.md,stale,changed,"A fourth threat, identified late and worth stating plainly, is **undocumented discretisation of source values**. Two thresholds were found to have been silently rounded from their institutional sources: the wind SAFE/CAUTION boundary (specified 22 kn; MET Category 1 onset is 40 km/h = 21.598 kn) and the rainfall CAUTION boundary (specified 7.5 mm/hr, matching no published source). The wind rounding **changed an empirical result** — it suppressed both of the component's activations over five years and made it appear permanently inactive. Both have been corrected to their source values, and the governing principle is now explicit: a canonical threshold preserves its source unless there is an independently justified reason to discretise. The residual threat is that other roundings may remain undetected in thresholds whose provenance is stated less precisely.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
442,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,514,0.2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md g_w; C8; docs/canonical/appendix-c-formalisation.md C.2; docs/canonical/appendix-c-formalisation.md C.2/C.7,stale,changed,"A further threat concerns the relationship between the thresholds and the measurements used to characterise them. Thresholds are anchored to MET Malaysia criteria; the environmental series used in the empirical characterisation is ERA5 reanalysis and the MFWAM wave model. These are different organisations using different methods, and the mismatch cannot be removed within the present data. Station observations from MET's own network would resolve it and are the appropriate next step, particularly for the wind component, where the reported null sits 0.2 kn from its threshold. Wind thresholds are not vessel-conditioned, as no source provides vessel-specific wind criteria; wind-driven risk is partly captured through correlated wave height, but this is not a formal guarantee. A related caution: fisher-interview sources frequently report gust rather than sustained values, and g_w is defined over sustained wind. A secondary internal threat is rule set completeness: RS(SAFE) and RS(CAUTION) are constructed for the fisheries domain and may not cover novel condition combinations encountered in deployment. This is partially mitigated by the fail-safe rule — any undefined or corrupted input returns UNSAFE — but cannot be fully eliminated without exhaustive domain testing. **Prototype fidelity has not yet been verified empirically.** The reasoning engine is specified but not implemented, so AI(E) cannot be observed and the three-condition comparison of advisory output has not been run. The empirical characterisation reported above exercises the classifier and the governance pair, not the reasoning engine below them. The Safety Dominance Property holds by construction (Theorem 3) and does not depend on that check; what the check would establish is that the implementation matches the specification, which remains outstanding.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
443,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,514,3,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md g_w; C8; docs/canonical/appendix-c-formalisation.md C.2; docs/canonical/appendix-c-formalisation.md C.2/C.7,stale,changed,"A further threat concerns the relationship between the thresholds and the measurements used to characterise them. Thresholds are anchored to MET Malaysia criteria; the environmental series used in the empirical characterisation is ERA5 reanalysis and the MFWAM wave model. These are different organisations using different methods, and the mismatch cannot be removed within the present data. Station observations from MET's own network would resolve it and are the appropriate next step, particularly for the wind component, where the reported null sits 0.2 kn from its threshold. Wind thresholds are not vessel-conditioned, as no source provides vessel-specific wind criteria; wind-driven risk is partly captured through correlated wave height, but this is not a formal guarantee. A related caution: fisher-interview sources frequently report gust rather than sustained values, and g_w is defined over sustained wind. A secondary internal threat is rule set completeness: RS(SAFE) and RS(CAUTION) are constructed for the fisheries domain and may not cover novel condition combinations encountered in deployment. This is partially mitigated by the fail-safe rule — any undefined or corrupted input returns UNSAFE — but cannot be fully eliminated without exhaustive domain testing. **Prototype fidelity has not yet been verified empirically.** The reasoning engine is specified but not implemented, so AI(E) cannot be observed and the three-condition comparison of advisory output has not been run. The empirical characterisation reported above exercises the classifier and the governance pair, not the reasoning engine below them. The Safety Dominance Property holds by construction (Theorem 3) and does not depend on that check; what the check would establish is that the implementation matches the specification, which remains outstanding.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
444,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,20,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
445,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,"1,536",equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
446,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
447,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
448,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,"1,545",equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
449,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,06,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
450,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,00,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
451,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,17,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
452,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,00,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
453,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,19,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
454,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,00,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
455,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Threats to Validity,516,"2,091",equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"**A discontinuous governance boundary in the time classifier.** A fifth threat concerns the time component and is stated here because it bears directly on the graduated-governance claim this paper makes. The classifier is SAFE from sunrise to sunset and UNSAFE otherwise, with its boundary taken from COLREGs Rule 20(b) and its solar events computed per date from a frozen, version-pinned astronomical artefact validated against the U.S. Naval Observatory. **It transitions directly between SAFE and UNSAFE, with no intermediate value.** Over the five-year record, direct SAFE→UNSAFE transitions number **1,536**, against **2** under the fixed-clock classifier this replaced; time-driven SAFE→CAUTION transitions are **0**, against **1,545**. The architecture's central argument is that graduated governance is preferable to a binary step, and under this classifier the most predictable transition of the day *is* a step — so the tension is real and is disclosed rather than absorbed. Three qualifications bound it. First, the step follows from **removing an intermediate time band for which no evidence was found** — three reviews located no source supporting a twilight CAUTION state, and the fixed-clock boundaries it replaced (06:00 / 17:00 / 19:00) had no located source at all, with SAFE beginning before sunrise on every day of the year. It does not follow from any claim that conditions change discontinuously at sunset; nothing physical, meteorological or physiological is asserted to be discontinuous there. Second, the discontinuity is confined to the time component: **the architecture remains globally three-state**, with CAUTION reached through the wave and rainfall classifiers in 2,091 of 43,848 hours (4.77%), all weather-driven, and the containment property A_AI(SAFE) ⊃ A_AI(CAUTION) ⊃ A_AI(UNSAFE) = ∅ untouched. Third, the residual concern is a usability one — predictable withdrawal of advisory support at sunset may warrant anticipatory interface support, which is a notification concern separate from the safety-state classifier and is deliberately not addressed by inventing an intermediate state to smooth the transition. Finally, the governance rule itself is a **policy** choice: the evidence establishes that night navigation carries elevated risk and that COLREGs defines sunset-to-sunrise as the navigation-light boundary, but **no source establishes that AI advisory participation must be withdrawn at that boundary**, and none is claimed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
