timestamp_myt,date,hour,tide_height_m
2023-03-23T13:00,2023-03-23,13,0.28
2023-03-23T14:00,2023-03-23,14,0.151
2023-03-23T15:00,2023-03-23,15,-0.016
2023-03-23T16:00,2023-03-23,16,-0.198
2023-03-23T17:00,2023-03-23,17,-0.349
2023-03-23T18:00,2023-03-23,18,-0.418
2023-03-23T19:00,2023-03-23,19,-0.395
2023-03-23T20:00,2023-03-23,20,-0.294
2023-03-23T21:00,2023-03-23,21,-0.117
2023-03-23T22:00,2023-03-23,22,0.123
2023-03-23T23:00,2023-03-23,23,0.352
2023-03-24T00:00,2023-03-24,0,0.476
2023-03-24T01:00,2023-03-24,1,0.464
2023-03-24T02:00,2023-03-24,2,0.362
2023-03-24T03:00,2023-03-24,3,0.216
2023-03-24T04:00,2023-03-24,4,0.045
2023-03-24T05:00,2023-03-24,5,-0.119
2023-03-24T06:00,2023-03-24,6,-0.221
2023-03-24T07:00,2023-03-24,7,-0.234
2023-03-24T08:00,2023-03-24,8,-0.171
2023-03-24T09:00,2023-03-24,9,-0.046
2023-03-24T10:00,2023-03-24,10,0.137
2023-03-24T11:00,2023-03-24,11,0.33
2023-03-24T12:00,2023-03-24,12,0.443
2023-03-24T13:00,2023-03-24,13,0.42
2023-03-24T14:00,2023-03-24,14,0.289
2023-03-24T15:00,2023-03-24,15,0.107
2023-03-24T16:00,2023-03-24,16,-0.098
2023-03-24T17:00,2023-03-24,17,-0.305
2023-03-24T18:00,2023-03-24,18,-0.464
2023-03-24T19:00,2023-03-24,19,-0.529
2023-03-24T20:00,2023-03-24,20,-0.497
2023-03-24T21:00,2023-03-24,21,-0.389
2023-03-24T22:00,2023-03-24,22,-0.212
2023-03-24T23:00,2023-03-24,23,0.01
2023-03-25T00:00,2023-03-25,0,0.204
2023-03-25T01:00,2023-03-25,1,0.292
2023-03-25T02:00,2023-03-25,2,0.274
2023-03-25T03:00,2023-03-25,3,0.202
2023-03-25T04:00,2023-03-25,4,0.11
2023-03-25T05:00,2023-03-25,5,0.007
2023-03-25T06:00,2023-03-25,6,-0.08
2023-03-25T07:00,2023-03-25,7,-0.102
2023-03-25T08:00,2023-03-25,8,-0.046
2023-03-25T09:00,2023-03-25,9,0.065
2023-03-25T10:00,2023-03-25,10,0.209
2023-03-25T11:00,2023-03-25,11,0.373
2023-03-25T12:00,2023-03-25,12,0.508
2023-03-25T13:00,2023-03-25,13,0.538
2023-03-25T14:00,2023-03-25,14,0.439
2023-03-25T15:00,2023-03-25,15,0.257
2023-03-25T16:00,2023-03-25,16,0.048
2023-03-25T17:00,2023-03-25,17,-0.173
2023-03-25T18:00,2023-03-25,18,-0.387
2023-03-25T19:00,2023-03-25,19,-0.54
2023-03-25T20:00,2023-03-25,20,-0.594
2023-03-25T21:00,2023-03-25,21,-0.554
2023-03-25T22:00,2023-03-25,22,-0.449
2023-03-25T23:00,2023-03-25,23,-0.289
2023-03-26T00:00,2023-03-26,0,-0.102
2023-03-26T01:00,2023-03-26,1,0.047
2023-03-26T02:00,2023-03-26,2,0.107
2023-03-26T03:00,2023-03-26,3,0.097
2023-03-26T04:00,2023-03-26,4,0.068
2023-03-26T05:00,2023-03-26,5,0.037
2023-03-26T06:00,2023-03-26,6,0.0
2023-03-26T07:00,2023-03-26,7,-0.017
2023-03-26T08:00,2023-03-26,8,0.028
2023-03-26T09:00,2023-03-26,9,0.136
2023-03-26T10:00,2023-03-26,10,0.271
2023-03-26T11:00,2023-03-26,11,0.407
2023-03-26T12:00,2023-03-26,12,0.532
2023-03-26T13:00,2023-03-26,13,0.599
2023-03-26T14:00,2023-03-26,14,0.557
2023-03-26T15:00,2023-03-26,15,0.406
2023-03-26T16:00,2023-03-26,16,0.204
2023-03-26T17:00,2023-03-26,17,-0.008
2023-03-26T18:00,2023-03-26,18,-0.226
2023-03-26T19:00,2023-03-26,19,-0.432
2023-03-26T20:00,2023-03-26,20,-0.572
2023-03-26T21:00,2023-03-26,21,-0.612
2023-03-26T22:00,2023-03-26,22,-0.571
2023-03-26T23:00,2023-03-26,23,-0.481
2023-03-27T00:00,2023-03-27,0,-0.352
2023-03-27T01:00,2023-03-27,1,-0.207
2023-03-27T02:00,2023-03-27,2,-0.098
2023-03-27T03:00,2023-03-27,3,-0.054
2023-03-27T04:00,2023-03-27,4,-0.041
2023-03-27T05:00,2023-03-27,5,-0.019
2023-03-27T06:00,2023-03-27,6,0.006
2023-03-27T07:00,2023-03-27,7,0.023
2023-03-27T08:00,2023-03-27,8,0.059
2023-03-27T09:00,2023-03-27,9,0.15
2023-03-27T10:00,2023-03-27,10,0.285
2023-03-27T11:00,2023-03-27,11,0.418
2023-03-27T12:00,2023-03-27,12,0.527
2023-03-27T13:00,2023-03-27,13,0.602
2023-03-27T14:00,2023-03-27,14,0.61
2023-03-27T15:00,2023-03-27,15,0.518
2023-03-27T16:00,2023-03-27,16,0.347
2023-03-27T17:00,2023-03-27,17,0.153
2023-03-27T18:00,2023-03-27,18,-0.043
2023-03-27T19:00,2023-03-27,19,-0.248
2023-03-27T20:00,2023-03-27,20,-0.44
2023-03-27T21:00,2023-03-27,21,-0.563
2023-03-27T22:00,2023-03-27,22,-0.595
2023-03-27T23:00,2023-03-27,23,-0.563
2023-03-28T00:00,2023-03-28,0,-0.498
2023-03-28T01:00,2023-03-28,1,-0.405
2023-03-28T02:00,2023-03-28,2,-0.299
2023-03-28T03:00,2023-03-28,3,-0.218
2023-03-28T04:00,2023-03-28,4,-0.171
2023-03-28T05:00,2023-03-28,5,-0.124
2023-03-28T06:00,2023-03-28,6,-0.055
2023-03-28T07:00,2023-03-28,7,0.013
2023-03-28T08:00,2023-03-28,8,0.065
2023-03-28T09:00,2023-03-28,9,0.133
2023-03-28T10:00,2023-03-28,10,0.247
2023-03-28T11:00,2023-03-28,11,0.383
2023-03-28T12:00,2023-03-28,12,0.496
2023-03-28T13:00,2023-03-28,13,0.567
2023-03-28T14:00,2023-03-28,14,0.597
2023-03-28T15:00,2023-03-28,15,0.565
2023-03-28T16:00,2023-03-28,16,0.454
2023-03-28T17:00,2023-03-28,17,0.293
2023-03-28T18:00,2023-03-28,18,0.126
2023-03-28T19:00,2023-03-28,19,-0.047
2023-03-28T20:00,2023-03-28,20,-0.238
2023-03-28T21:00,2023-03-28,21,-0.418
2023-03-28T22:00,2023-03-28,22,-0.531
2023-03-28T23:00,2023-03-28,23,-0.563
2023-03-29T00:00,2023-03-29,0,-0.549
2023-03-29T01:00,2023-03-29,1,-0.516
2023-03-29T02:00,2023-03-29,2,-0.455
2023-03-29T03:00,2023-03-29,3,-0.375
2023-03-29T04:00,2023-03-29,4,-0.302
2023-03-29T05:00,2023-03-29,5,-0.236
2023-03-29T06:00,2023-03-29,6,-0.15
2023-03-29T07:00,2023-03-29,7,-0.045
2023-03-29T08:00,2023-03-29,8,0.045
2023-03-29T09:00,2023-03-29,9,0.11
2023-03-29T10:00,2023-03-29,10,0.189
2023-03-29T11:00,2023-03-29,11,0.305
2023-03-29T12:00,2023-03-29,12,0.427
2023-03-29T13:00,2023-03-29,13,0.508
2023-03-29T14:00,2023-03-29,14,0.545
2023-03-29T15:00,2023-03-29,15,0.547
2023-03-29T16:00,2023-03-29,16,0.501
2023-03-29T17:00,2023-03-29,17,0.399
2023-03-29T18:00,2023-03-29,18,0.268
2023-03-29T19:00,2023-03-29,19,0.132
2023-03-29T20:00,2023-03-29,20,-0.023
2023-03-29T21:00,2023-03-29,21,-0.208
2023-03-29T22:00,2023-03-29,22,-0.385
2023-03-29T23:00,2023-03-29,23,-0.495
2023-03-30T00:00,2023-03-30,0,-0.537
2023-03-30T01:00,2023-03-30,1,-0.547
2023-03-30T02:00,2023-03-30,2,-0.542
2023-03-30T03:00,2023-03-30,3,-0.502
2023-03-30T04:00,2023-03-30,4,-0.428
2023-03-30T05:00,2023-03-30,5,-0.343
2023-03-30T06:00,2023-03-30,6,-0.247
2023-03-30T07:00,2023-03-30,7,-0.128
2023-03-30T08:00,2023-03-30,8,-0.004
2023-03-30T09:00,2023-03-30,9,0.086
2023-03-30T10:00,2023-03-30,10,0.145
2023-03-30T11:00,2023-03-30,11,0.22
2023-03-30T12:00,2023-03-30,12,0.325
2023-03-30T13:00,2023-03-30,13,0.422
2023-03-30T14:00,2023-03-30,14,0.473
2023-03-30T15:00,2023-03-30,15,0.488
2023-03-30T16:00,2023-03-30,16,0.484
2023-03-30T17:00,2023-03-30,17,0.451
2023-03-30T18:00,2023-03-30,18,0.377
2023-03-30T19:00,2023-03-30,19,0.28
2023-03-30T20:00,2023-03-30,20,0.167
2023-03-30T21:00,2023-03-30,21,0.014
2023-03-30T22:00,2023-03-30,22,-0.179
2023-03-30T23:00,2023-03-30,23,-0.36
2023-03-31T00:00,2023-03-31,0,-0.474
2023-03-31T01:00,2023-03-31,1,-0.53
2023-03-31T02:00,2023-03-31,2,-0.564
2023-03-31T03:00,2023-03-31,3,-0.575
2023-03-31T04:00,2023-03-31,4,-0.536
2023-03-31T05:00,2023-03-31,5,-0.447
2023-03-31T06:00,2023-03-31,6,-0.334
2023-03-31T07:00,2023-03-31,7,-0.209
2023-03-31T08:00,2023-03-31,8,-0.071
2023-03-31T09:00,2023-03-31,9,0.05
2023-03-31T10:00,2023-03-31,10,0.121
2023-03-31T11:00,2023-03-31,11,0.161
2023-03-31T12:00,2023-03-31,12,0.222
2023-03-31T13:00,2023-03-31,13,0.31
2023-03-31T14:00,2023-03-31,14,0.382
2023-03-31T15:00,2023-03-31,15,0.412
2023-03-31T16:00,2023-03-31,16,0.424
2023-03-31T17:00,2023-03-31,17,0.437
2023-03-31T18:00,2023-03-31,18,0.432
2023-03-31T19:00,2023-03-31,19,0.391
2023-03-31T20:00,2023-03-31,20,0.319
2023-03-31T21:00,2023-03-31,21,0.21
2023-03-31T22:00,2023-03-31,22,0.043
2023-03-31T23:00,2023-03-31,23,-0.167
2023-04-01T00:00,2023-04-01,0,-0.356
2023-04-01T01:00,2023-04-01,1,-0.477
2023-04-01T02:00,2023-04-01,2,-0.545
2023-04-01T03:00,2023-04-01,3,-0.591
2023-04-01T04:00,2023-04-01,4,-0.6
2023-04-01T05:00,2023-04-01,5,-0.54
2023-04-01T06:00,2023-04-01,6,-0.419
2023-04-01T07:00,2023-04-01,7,-0.276
2023-04-01T08:00,2023-04-01,8,-0.131
2023-04-01T09:00,2023-04-01,9,0.005
2023-04-01T10:00,2023-04-01,10,0.1
2023-04-01T11:00,2023-04-01,11,0.137
2023-04-01T12:00,2023-04-01,12,0.153
2023-04-01T13:00,2023-04-01,13,0.197
2023-04-01T14:00,2023-04-01,14,0.266
2023-04-01T15:00,2023-04-01,15,0.318
2023-04-01T16:00,2023-04-01,16,0.342
2023-04-01T17:00,2023-04-01,17,0.372
2023-04-01T18:00,2023-04-01,18,0.418
2023-04-01T19:00,2023-04-01,19,0.447
2023-04-01T20:00,2023-04-01,20,0.43
2023-04-01T21:00,2023-04-01,21,0.362
2023-04-01T22:00,2023-04-01,22,0.238
2023-04-01T23:00,2023-04-01,23,0.045
2023-04-02T00:00,2023-04-02,0,-0.183
2023-04-02T01:00,2023-04-02,1,-0.376
2023-04-02T02:00,2023-04-02,2,-0.497
2023-04-02T03:00,2023-04-02,3,-0.568
2023-04-02T04:00,2023-04-02,4,-0.609
2023-04-02T05:00,2023-04-02,5,-0.593
2023-04-02T06:00,2023-04-02,6,-0.493
2023-04-02T07:00,2023-04-02,7,-0.334
2023-04-02T08:00,2023-04-02,8,-0.171
2023-04-02T09:00,2023-04-02,9,-0.029
2023-04-02T10:00,2023-04-02,10,0.079
2023-04-02T11:00,2023-04-02,11,0.131
2023-04-02T12:00,2023-04-02,12,0.127
2023-04-02T13:00,2023-04-02,13,0.115
2023-04-02T14:00,2023-04-02,14,0.143
2023-04-02T15:00,2023-04-02,15,0.197
2023-04-02T16:00,2023-04-02,16,0.24
2023-04-02T17:00,2023-04-02,17,0.276
2023-04-02T18:00,2023-04-02,18,0.339
2023-04-02T19:00,2023-04-02,19,0.424
2023-04-02T20:00,2023-04-02,20,0.479
2023-04-02T21:00,2023-04-02,21,0.466
2023-04-02T22:00,2023-04-02,22,0.384
2023-04-02T23:00,2023-04-02,23,0.232
2023-04-03T00:00,2023-04-03,0,0.014
2023-04-03T01:00,2023-04-03,1,-0.224
2023-04-03T02:00,2023-04-03,2,-0.41
2023-04-03T03:00,2023-04-03,3,-0.518
2023-04-03T04:00,2023-04-03,4,-0.575
2023-04-03T05:00,2023-04-03,5,-0.59
2023-04-03T06:00,2023-04-03,6,-0.529
2023-04-03T07:00,2023-04-03,7,-0.381
2023-04-03T08:00,2023-04-03,8,-0.196
2023-04-03T09:00,2023-04-03,9,-0.036
2023-04-03T10:00,2023-04-03,10,0.076
2023-04-03T11:00,2023-04-03,11,0.134
2023-04-03T12:00,2023-04-03,12,0.131
2023-04-03T13:00,2023-04-03,13,0.083
2023-04-03T14:00,2023-04-03,14,0.046
2023-04-03T15:00,2023-04-03,15,0.061
2023-04-03T16:00,2023-04-03,16,0.107
2023-04-03T17:00,2023-04-03,17,0.154
2023-04-03T18:00,2023-04-03,18,0.218
2023-04-03T19:00,2023-04-03,19,0.324
2023-04-03T20:00,2023-04-03,20,0.441
2023-04-03T21:00,2023-04-03,21,0.504
2023-04-03T22:00,2023-04-03,22,0.477
2023-04-03T23:00,2023-04-03,23,0.368
2023-04-04T00:00,2023-04-04,0,0.189
2023-04-04T01:00,2023-04-04,1,-0.044
2023-04-04T02:00,2023-04-04,2,-0.274
2023-04-04T03:00,2023-04-04,3,-0.436
2023-04-04T04:00,2023-04-04,4,-0.516
2023-04-04T05:00,2023-04-04,5,-0.54
2023-04-04T06:00,2023-04-04,6,-0.508
2023-04-04T07:00,2023-04-04,7,-0.393
2023-04-04T08:00,2023-04-04,8,-0.207
2023-04-04T09:00,2023-04-04,9,-0.02
2023-04-04T10:00,2023-04-04,10,0.106
2023-04-04T11:00,2023-04-04,11,0.16
2023-04-04T12:00,2023-04-04,12,0.153
2023-04-04T13:00,2023-04-04,13,0.09
2023-04-04T14:00,2023-04-04,14,0.001
2023-04-04T15:00,2023-04-04,15,-0.056
2023-04-04T16:00,2023-04-04,16,-0.049
2023-04-04T17:00,2023-04-04,17,-0.001
2023-04-04T18:00,2023-04-04,18,0.066
2023-04-04T19:00,2023-04-04,19,0.169
2023-04-04T20:00,2023-04-04,20,0.315
2023-04-04T21:00,2023-04-04,21,0.449
2023-04-04T22:00,2023-04-04,22,0.5
2023-04-04T23:00,2023-04-04,23,0.447
2023-04-05T00:00,2023-04-05,0,0.313
2023-04-05T01:00,2023-04-05,1,0.119
2023-04-05T02:00,2023-04-05,2,-0.108
2023-04-05T03:00,2023-04-05,3,-0.311
2023-04-05T04:00,2023-04-05,4,-0.432
2023-04-05T05:00,2023-04-05,5,-0.467
2023-04-05T06:00,2023-04-05,6,-0.441
2023-04-05T07:00,2023-04-05,7,-0.353
2023-04-05T08:00,2023-04-05,8,-0.191
2023-04-05T09:00,2023-04-05,9,0.008
2023-04-05T10:00,2023-04-05,10,0.163
2023-04-05T11:00,2023-04-05,11,0.224
2023-04-05T12:00,2023-04-05,12,0.203
2023-04-05T13:00,2023-04-05,13,0.126
2023-04-05T14:00,2023-04-05,14,0.007
2023-04-05T15:00,2023-04-05,15,-0.117
2023-04-05T16:00,2023-04-05,16,-0.187
2023-04-05T17:00,2023-04-05,17,-0.18
2023-04-05T18:00,2023-04-05,18,-0.118
2023-04-05T19:00,2023-04-05,19,-0.019
2023-04-05T20:00,2023-04-05,20,0.125
2023-04-05T21:00,2023-04-05,21,0.299
2023-04-05T22:00,2023-04-05,22,0.431
2023-04-05T23:00,2023-04-05,23,0.456
2023-04-06T00:00,2023-04-06,0,0.376
2023-04-06T01:00,2023-04-06,1,0.23
2023-04-06T02:00,2023-04-06,2,0.044
2023-04-06T03:00,2023-04-06,3,-0.156
2023-04-06T04:00,2023-04-06,4,-0.312
2023-04-06T05:00,2023-04-06,5,-0.378
2023-04-06T06:00,2023-04-06,6,-0.355
2023-04-06T07:00,2023-04-06,7,-0.273
2023-04-06T08:00,2023-04-06,8,-0.136
2023-04-06T09:00,2023-04-06,9,0.052
2023-04-06T10:00,2023-04-06,10,0.23
2023-04-06T11:00,2023-04-06,11,0.318
2023-04-06T12:00,2023-04-06,12,0.294
2023-04-06T13:00,2023-04-06,13,0.193
2023-04-06T14:00,2023-04-06,14,0.051
2023-04-06T15:00,2023-04-06,15,-0.115
2023-04-06T16:00,2023-04-06,16,-0.263
2023-04-06T17:00,2023-04-06,17,-0.337
2023-04-06T18:00,2023-04-06,18,-0.319
2023-04-06T19:00,2023-04-06,19,-0.232
2023-04-06T20:00,2023-04-06,20,-0.098
2023-04-06T21:00,2023-04-06,21,0.081
2023-04-06T22:00,2023-04-06,22,0.266
2023-04-06T23:00,2023-04-06,23,0.379
2023-04-07T00:00,2023-04-07,0,0.375
2023-04-07T01:00,2023-04-07,1,0.28
2023-04-07T02:00,2023-04-07,2,0.144
2023-04-07T03:00,2023-04-07,3,-0.013
2023-04-07T04:00,2023-04-07,4,-0.167
2023-04-07T05:00,2023-04-07,5,-0.264
2023-04-07T06:00,2023-04-07,6,-0.266
2023-04-07T07:00,2023-04-07,7,-0.184
2023-04-07T08:00,2023-04-07,8,-0.053
2023-04-07T09:00,2023-04-07,9,0.116
2023-04-07T10:00,2023-04-07,10,0.295
2023-04-07T11:00,2023-04-07,11,0.418
2023-04-07T12:00,2023-04-07,12,0.418
2023-04-07T13:00,2023-04-07,13,0.303
2023-04-07T14:00,2023-04-07,14,0.131
2023-04-07T15:00,2023-04-07,15,-0.063
2023-04-07T16:00,2023-04-07,16,-0.26
2023-04-07T17:00,2023-04-07,17,-0.42
2023-04-07T18:00,2023-04-07,18,-0.488
2023-04-07T19:00,2023-04-07,19,-0.449
2023-04-07T20:00,2023-04-07,20,-0.334
2023-04-07T21:00,2023-04-07,21,-0.169
2023-04-07T22:00,2023-04-07,22,0.03
2023-04-07T23:00,2023-04-07,23,0.208
2023-04-08T00:00,2023-04-08,0,0.295
2023-04-08T01:00,2023-04-08,1,0.269
2023-04-08T02:00,2023-04-08,2,0.179
2023-04-08T03:00,2023-04-08,3,0.074
2023-04-08T04:00,2023-04-08,4,-0.036
2023-04-08T05:00,2023-04-08,5,-0.131
2023-04-08T06:00,2023-04-08,6,-0.164
2023-04-08T07:00,2023-04-08,7,-0.104
2023-04-08T08:00,2023-04-08,8,0.028
2023-04-08T09:00,2023-04-08,9,0.19
2023-04-08T10:00,2023-04-08,10,0.36
2023-04-08T11:00,2023-04-08,11,0.501
2023-04-08T12:00,2023-04-08,12,0.543
2023-04-08T13:00,2023-04-08,13,0.449
2023-04-08T14:00,2023-04-08,14,0.256
2023-04-08T15:00,2023-04-08,15,0.032
2023-04-08T16:00,2023-04-08,16,-0.194
2023-04-08T17:00,2023-04-08,17,-0.408
2023-04-08T18:00,2023-04-08,18,-0.567
2023-04-08T19:00,2023-04-08,19,-0.619
2023-04-08T20:00,2023-04-08,20,-0.557
2023-04-08T21:00,2023-04-08,21,-0.418
2023-04-08T22:00,2023-04-08,22,-0.234
2023-04-08T23:00,2023-04-08,23,-0.033
2023-04-09T00:00,2023-04-09,0,0.126
2023-04-09T01:00,2023-04-09,1,0.186
2023-04-09T02:00,2023-04-09,2,0.154
2023-04-09T03:00,2023-04-09,3,0.091
2023-04-09T04:00,2023-04-09,4,0.035
2023-04-09T05:00,2023-04-09,5,-0.016
2023-04-09T06:00,2023-04-09,6,-0.051
2023-04-09T07:00,2023-04-09,7,-0.024
2023-04-09T08:00,2023-04-09,8,0.087
2023-04-09T09:00,2023-04-09,9,0.249
2023-04-09T10:00,2023-04-09,10,0.417
2023-04-09T11:00,2023-04-09,11,0.561
2023-04-09T12:00,2023-04-09,12,0.64
2023-04-09T13:00,2023-04-09,13,0.597
2023-04-09T14:00,2023-04-09,14,0.421
2023-04-09T15:00,2023-04-09,15,0.173
2023-04-09T16:00,2023-04-09,16,-0.079
2023-04-09T17:00,2023-04-09,17,-0.317
2023-04-09T18:00,2023-04-09,18,-0.533
2023-04-09T19:00,2023-04-09,19,-0.683
2023-04-09T20:00,2023-04-09,20,-0.715
2023-04-09T21:00,2023-04-09,21,-0.635
2023-04-09T22:00,2023-04-09,22,-0.485
2023-04-09T23:00,2023-04-09,23,-0.3
2023-04-10T00:00,2023-04-10,0,-0.112
2023-04-10T01:00,2023-04-10,1,0.023
2023-04-10T02:00,2023-04-10,2,0.067
2023-04-10T03:00,2023-04-10,3,0.049
2023-04-10T04:00,2023-04-10,4,0.031
2023-04-10T05:00,2023-04-10,5,0.034
2023-04-10T06:00,2023-04-10,6,0.039
2023-04-10T07:00,2023-04-10,7,0.058
2023-04-10T08:00,2023-04-10,8,0.134
2023-04-10T09:00,2023-04-10,9,0.277
2023-04-10T10:00,2023-04-10,10,0.447
2023-04-10T11:00,2023-04-10,11,0.596
2023-04-10T12:00,2023-04-10,12,0.695
2023-04-10T13:00,2023-04-10,13,0.706
2023-04-10T14:00,2023-04-10,14,0.588
2023-04-10T15:00,2023-04-10,15,0.357
2023-04-10T16:00,2023-04-10,16,0.086
2023-04-10T17:00,2023-04-10,17,-0.169
2023-04-10T18:00,2023-04-10,18,-0.404
2023-04-10T19:00,2023-04-10,19,-0.616
2023-04-10T20:00,2023-04-10,20,-0.753
2023-04-10T21:00,2023-04-10,21,-0.773
2023-04-10T22:00,2023-04-10,22,-0.687
2023-04-10T23:00,2023-04-10,23,-0.542
2023-04-11T00:00,2023-04-11,0,-0.371
2023-04-11T01:00,2023-04-11,1,-0.205
2023-04-11T02:00,2023-04-11,2,-0.09
2023-04-11T03:00,2023-04-11,3,-0.046
2023-04-11T04:00,2023-04-11,4,-0.032
2023-04-11T05:00,2023-04-11,5,0.005
2023-04-11T06:00,2023-04-11,6,0.064
2023-04-11T07:00,2023-04-11,7,0.117
2023-04-11T08:00,2023-04-11,8,0.176
2023-04-11T09:00,2023-04-11,9,0.282
2023-04-11T10:00,2023-04-11,10,0.436
2023-04-11T11:00,2023-04-11,11,0.593
2023-04-11T12:00,2023-04-11,12,0.707
2023-04-11T13:00,2023-04-11,13,0.756
2023-04-11T14:00,2023-04-11,14,0.71
2023-04-11T15:00,2023-04-11,15,0.544
2023-04-11T16:00,2023-04-11,16,0.293
2023-04-11T17:00,2023-04-11,17,0.027
2023-04-11T18:00,2023-04-11,18,-0.214
2023-04-11T19:00,2023-04-11,19,-0.442
2023-04-11T20:00,2023-04-11,20,-0.648
2023-04-11T21:00,2023-04-11,21,-0.779
2023-04-11T22:00,2023-04-11,22,-0.796
2023-04-11T23:00,2023-04-11,23,-0.72
2023-04-12T00:00,2023-04-12,0,-0.596
2023-04-12T01:00,2023-04-12,1,-0.449
2023-04-12T02:00,2023-04-12,2,-0.304
2023-04-12T03:00,2023-04-12,3,-0.198
2023-04-12T04:00,2023-04-12,4,-0.138
2023-04-12T05:00,2023-04-12,5,-0.079
2023-04-12T06:00,2023-04-12,6,0.012
2023-04-12T07:00,2023-04-12,7,0.115
2023-04-12T08:00,2023-04-12,8,0.197
2023-04-12T09:00,2023-04-12,9,0.276
2023-04-12T10:00,2023-04-12,10,0.394
2023-04-12T11:00,2023-04-12,11,0.541
2023-04-12T12:00,2023-04-12,12,0.671
2023-04-12T13:00,2023-04-12,13,0.746
2023-04-12T14:00,2023-04-12,14,0.755
2023-04-12T15:00,2023-04-12,15,0.676
2023-04-12T16:00,2023-04-12,16,0.497
2023-04-12T17:00,2023-04-12,17,0.256
2023-04-12T18:00,2023-04-12,18,0.016
2023-04-12T19:00,2023-04-12,19,-0.206
2023-04-12T20:00,2023-04-12,20,-0.429
2023-04-12T21:00,2023-04-12,21,-0.636
2023-04-12T22:00,2023-04-12,22,-0.77
2023-04-12T23:00,2023-04-12,23,-0.797
2023-04-13T00:00,2023-04-13,0,-0.744
2023-04-13T01:00,2023-04-13,1,-0.649
2023-04-13T02:00,2023-04-13,2,-0.527
2023-04-13T03:00,2023-04-13,3,-0.394
2023-04-13T04:00,2023-04-13,4,-0.281
2023-04-13T05:00,2023-04-13,5,-0.19
2023-04-13T06:00,2023-04-13,6,-0.085
2023-04-13T07:00,2023-04-13,7,0.047
2023-04-13T08:00,2023-04-13,8,0.171
2023-04-13T09:00,2023-04-13,9,0.259
2023-04-13T10:00,2023-04-13,10,0.34
2023-04-13T11:00,2023-04-13,11,0.452
2023-04-13T12:00,2023-04-13,12,0.58
2023-04-13T13:00,2023-04-13,13,0.677
2023-04-13T14:00,2023-04-13,14,0.722
2023-04-13T15:00,2023-04-13,15,0.712
2023-04-13T16:00,2023-04-13,16,0.631
2023-04-13T17:00,2023-04-13,17,0.471
2023-04-13T18:00,2023-04-13,18,0.264
2023-04-13T19:00,2023-04-13,19,0.057
2023-04-13T20:00,2023-04-13,20,-0.151
2023-04-13T21:00,2023-04-13,21,-0.378
2023-04-13T22:00,2023-04-13,22,-0.595
2023-04-13T23:00,2023-04-13,23,-0.739
2023-04-14T00:00,2023-04-14,0,-0.784
2023-04-14T01:00,2023-04-14,1,-0.76
2023-04-14T02:00,2023-04-14,2,-0.694
2023-04-14T03:00,2023-04-14,3,-0.587
2023-04-14T04:00,2023-04-14,4,-0.451
2023-04-14T05:00,2023-04-14,5,-0.316
2023-04-14T06:00,2023-04-14,6,-0.189
2023-04-14T07:00,2023-04-14,7,-0.05
2023-04-14T08:00,2023-04-14,8,0.099
2023-04-14T09:00,2023-04-14,9,0.216
2023-04-14T10:00,2023-04-14,10,0.287
2023-04-14T11:00,2023-04-14,11,0.353
2023-04-14T12:00,2023-04-14,12,0.447
2023-04-14T13:00,2023-04-14,13,0.548
2023-04-14T14:00,2023-04-14,14,0.617
2023-04-14T15:00,2023-04-14,15,0.647
2023-04-14T16:00,2023-04-14,16,0.646
2023-04-14T17:00,2023-04-14,17,0.593
2023-04-14T18:00,2023-04-14,18,0.474
2023-04-14T19:00,2023-04-14,19,0.311
2023-04-14T20:00,2023-04-14,20,0.132
2023-04-14T21:00,2023-04-14,21,-0.073
2023-04-14T22:00,2023-04-14,22,-0.313
2023-04-14T23:00,2023-04-14,23,-0.543
2023-04-15T00:00,2023-04-15,0,-0.697
2023-04-15T01:00,2023-04-15,1,-0.761
2023-04-15T02:00,2023-04-15,2,-0.762
2023-04-15T03:00,2023-04-15,3,-0.715
2023-04-15T04:00,2023-04-15,4,-0.606
2023-04-15T05:00,2023-04-15,5,-0.45
2023-04-15T06:00,2023-04-15,6,-0.286
2023-04-15T07:00,2023-04-15,7,-0.132
2023-04-15T08:00,2023-04-15,8,0.02
2023-04-15T09:00,2023-04-15,9,0.154
2023-04-15T10:00,2023-04-15,10,0.236
2023-04-15T11:00,2023-04-15,11,0.271
2023-04-15T12:00,2023-04-15,12,0.308
2023-04-15T13:00,2023-04-15,13,0.377
2023-04-15T14:00,2023-04-15,14,0.451
2023-04-15T15:00,2023-04-15,15,0.501
2023-04-15T16:00,2023-04-15,16,0.538
2023-04-15T17:00,2023-04-15,17,0.57
2023-04-15T18:00,2023-04-15,18,0.567
2023-04-15T19:00,2023-04-15,19,0.499
2023-04-15T20:00,2023-04-15,20,0.377
2023-04-15T21:00,2023-04-15,21,0.214
2023-04-15T22:00,2023-04-15,22,0.002
2023-04-15T23:00,2023-04-15,23,-0.252
2023-04-16T00:00,2023-04-16,0,-0.49
2023-04-16T01:00,2023-04-16,1,-0.648
2023-04-16T02:00,2023-04-16,2,-0.722
2023-04-16T03:00,2023-04-16,3,-0.736
2023-04-16T04:00,2023-04-16,4,-0.688
2023-04-16T05:00,2023-04-16,5,-0.56
2023-04-16T06:00,2023-04-16,6,-0.374
2023-04-16T07:00,2023-04-16,7,-0.185
